Mrs. Smith, I'd like to introduce a friend of mine, Pierre Dubois.	meli Sime o, mi wile pana e jan pona mi lon poka sina. nimi ona li Pije Tuwa.
This is good.	ni li pona.
I have dual citizenship.	mi jan pi ma tu.
I have two mothers.	mi jo e mama meli tu.
We didn't say anything.	mi toki e ijo ala.
At night, she can see the stars.	tenpo pimeja la ona li ken lukin e mun.
Mary cannot swim.	jan Mewi li ken ala tawa lon telo.
To her sorrow, her only son left her alone.	jan lili ona li tawa; ona li wan li pilin ike tawa ni.
The island is covered with ice and snow during the winter.	tenpo lete la lete en ko lete li len e ma lili.
Thessaloniki is five hundred kilometers from Athens.	ma tomo Tesaloniki li weka mute tan ma tomo Atena.
A veritable synchronized ballet of nanomolecular engineering operates in our cells, challenging human understanding.	tawa musi pi tenpo sama pi ilo lili mute li pali lon insa pi sike lili mi li pakala e sona jan.
That's my plan.	ni li nasin pali mi.
I read only the headline.	mi lukin e nimi open taso.
Unity in diversity.	wan li mute.
They misspoke.	ona li toki nasa.
Tom was in my group.	jan Ton li lon kulupu mi.
All's well that ends well.	pini li pona la ali li pona.
We are from Germany.	mi mute li tan ma Tosi.
You are German?	sina jan Tosi ala Tosi?
Tom speaks many languages.	jan Ton li ken kepeken toki mute.
He explained the rules in detail.	mije li pana sona wawa e nasin.
I learned a new word today.	tenpo suno ni la mi kama sona e nimi sin.
Sami saw a raccoon.	jan Sami li lukin e kijetesantakalu.
Truth is treason in the empire of lies.	toki lon li pakala wawa lon ma pi toki ike.
I'm just looking.	mi lukin taso.
I'm using it.	mi kepeken e ona.
Stop crying already.	o pana ala e telo tan lukin.
This is all I can be.	ni li ken ale mi.
Tom was hospitalized with symptoms of dehydration.	jan li pana e jan Ton lon tomo pi pona sijelo tan ni: tawa lukin la ona li moku e telo pi lili ike.
Colorless green ideas sleep furiously.	sona laso pi kule ala li lape utala.
He hides himself.	ona li len e ona sama.
This rule can be applied to any case.	nasin ni li pona tawa ali.
Do you know how to hunt?	sina sona ala sona alasa?
You were drinking last night, weren't you?	tenpo pimeja pini la, sina moku e telo nasa anu seme?
The bird is on the roof.	waso li lon sewi tomo.
Whom does she love?	ona li olin e jan seme?
She is going with me.	ona en mi li tawa.
I married him against my will.	mi wile ala wan e mije.
Wow! You speak my language!	a! sina kepeken e toki mi!
Tell me, how often do you come to Rome?	sina o toki tawa mi: sina kama tawa ma tomo Loma lon tenpo pi mute seme?
Do you want me to hate you?	sina wile ike tawa mi?
I think I'd want to know.	mi pilin: mi wile sona.
You drive.	sina o lawa e tomo tawa.
I have to deal with this alone.	mi wan taso li wile pali e ni.
This drawing dates back to the fifteenth century.	jan li pali e sitelen ni lon sike suno ale nanpa luka luka luka.
I can't remember her name.	mi ken ala lukin e nimi ona lon sona mi.
That will be funny.	ona li musi.
My hands and feet always feel cold.	tenpo ali la luka en noka mi li pilin lete.
Perhaps we can help each other.	ken la mi mute li ken pana e pona tawa mi mute.
The tradesman has the same religion all over the world.	ma ale la nasin sewi pi jan esun li wan taso.
Did you change the password?	sina ante e nimi open anu seme?
Catalonia is not Spain.	ma Katala li ma Epanja ala.
Go to school.	o tawa tomo sona!
Both of her sons died during the war.	mije lili tu ona li kama moli lon tenpo pi utala suli.
She's Ukrainian.	ona li meli tan ma Ukawina.
I thought you were going to call last night.	mi pilin e ni: sina toki kepeken ilo toki lon tenpo pimeja pini.
You only have to touch the button.	sina taso jo kepeken nena
We were like siblings.	mi mute li sama jan sama.
When I came home, my little sister was playing the guitar.	kama tomo mi la jan sama meli lili mi li kalama e ilo kalama linja.
You can see a lot of stars in the sky.	sina ken lukin e mun mute lon sewi.
I'm going back to the synagogue.	mi tawa sin tomo sewi.
Can I see the menu?	mi ken ala ken lukin e lipu moku?
The real Jews are the Jews.	jan lon Juta li jan Juta.
Tom isn't crazy.	jan Ton li nasa ala.
The otter features in mythology and folklore across the world.	soweli linja telo li lon toki sewi pi ma mute.
I like Greek cuisine.	moku pi ma Elena li pona tawa mi.
Where is my son?	jan lili mi li lon seme?
Life passed him by.	ali li tawa poka ala mije.
You're nuts!	sina nasa!
Do you want to be near him?	sina wile lon poka ona anu seme?
It's not possible.	ona li ken ala.
Tom and Mary are still in Australia.	jan Ton en jan Mewi li awen lon ma Oselija.
Contributors should avoid personal attacks.	jan pi kulupu utala o utala ala e jan sama.
Long live Esperanto!	toki Epelanto o awen lon!
Why do you need it?	sina wile e ona tan seme?
I never lied to her.	tenpo pini ala la mi toki e lon ala tawa ona.
Mary lied to her husband.	jan Mewi li toki pi lon ala tawa mije ona.
The face is the mirror of the soul.	kon li lukin e ona lon sinpin lawa jan.
When are you to leave here?	tenpo seme la sina tawa tan ni?
I prefer dogs.	soweli tomo li pona mute tawa mi. soweli ante li pona lili tawa mi.
"Jesus said— ""I don't care."""	"jan Jesu li toki... ""ni li suli ala a."""
I just don't want anybody to get hurt.	mi wile taso e ni: jan ala li kama pakala.
Tom thinks he's tallest person here.	jan Ton li pilin e ni: ona li suli, taso jan ante li lili.
Why isn't Tom asleep?	jan Ton li lape ala tan seme?
No book is worth reading.	ni li pona ala lukin e lipu toki.
The dog was growling.	ni soweli li mu ike.
I think Tom has done that.	mi pilin e ni: jan Ton li ni.
That dog stinks!	kon pi soweli pona ni li ike!
He loves cars, while his brother hates them.	tomo tawa li pona mute tawa ona la taso tomo tawa li ike mute tawa mije sama ona.
Kyiv is the capital of Ukraine.	ma tomo Kiju li ma tomo lawa pi ma Ukawina.
Tell me a story in one sentence.	linja nimi wan la o toki e toki musi pini.
You are young and playful, and everything is easy for you.	sina sin li musi. ale li pona tawa sina.
Unfortunately, elephants can't sing well.	ike a! soweli pi nena suli li ken ala kalama musi uta pona.
I like listening to good music.	mi kute e kalama musi pona la ni li pona tawa mi.
Make sure you haven't forgotten anybody.	o sona wawa e ni: sina weka ala e jan.
Tom rarely eats with his family.	tenpo lili la jan Ton li moku lon poka pi kulupu ona.
Play with the dogs.	o musi kepeken soweli mute.
It's strange that she came home so late at night.	ni li nasa: ona li kama lon tomo lon tenpo pimeja pi suli ni.
There's no time left.	tenpo li lon ala.
The doctor said it'll be necessary to operate.	jan pi pona sijelo li toki e ni: ona li wile kipisi e sijelo.
They're everywhere.	ona mute li lon ma ali.
Tom said he didn't have a full-time job.	jan Ton li toki e ni: ona li pali ala lon tenpo suno ale pi sike esun.
López has four brothers.	jan Lope li jo e mije sama tu tu.
Don't stop thinking of me.	o weka ala e pilin sina tan mi.
Two children played by the house.	jan lili tu li musi lon poka tomo.
Nice.	pona.
I fixed the flashlight using a small tool.	mi pona e ilo suno kepeken ilo lili.
This cake tastes too sweet for me.	pan suwi ni li suwi pi mute ike tawa mi.
I thought I was alone.	mi pilin e ni: mi wan taso.
The clock struck ten.	ilo tenpo li kalama e tenpo suli nanpa luka luka.
Who is the woman whose picture is on your desk?	jan seme li meli ni: sitelen pi sijelo ona li lon supa sitelen sina?
I'd like you to stay.	mi wile e ni: sina awen.
My children were born in Boston.	jan lili mi li kama lon ale lon ma tomo Pasen.
You have some money, don't you?	sina jo e mani mute lili anu seme?
Tom and Mary love each other very much.	jan Ton en jan Mewi li olin mute e ona sama.
She bought me a watch.	ona li alasa esun e ilo tenpo tawa mi.
I traveled to Boston.	mi tawa ma tomo Pasen.
His sisters are both beautiful.	meli sama tu pi mije ni li pona lukin.
The blood froze in her veins.	telo loje li kama lete mute lon insa ona.
I don't want it.	mi wile ala e ona.
Cotton absorbs water.	len li moku e telo.
It grew larger and larger.	ona li suli li suli.
His intelligence is widely recognized.	jan mute li sona, li toki e ni: mije ni li jo e lawa wawa.
I'm Mary's son.	mi mije lili pi jan Mewi.
Are you free in the afternoon?	sina pali e ijo lon sinpin pi tenpo pimeja anu seme?
Tell them I won't be there.	o toki e ni tawa ona: mi lon ni ala.
Tom sells fish.	jan Ton li esun e kala.
The more powerful and original a mind, the more it will incline towards the religion of solitude.	jan li jo e lawa wawa mute, la ona li lukin kepeken nasin sewi pi wan taso.
Why didn't you eat your chocolate?	tan seme la sina moku ala e suwi sina?
I'll give you five minutes.	mi pana e tenpo lili tawa sina.
English is a communication tool.	toki Inli li ilo toki.
I don't know this man.	mi sona ala e mije ni.
He's weird.	ona li nasa.
Today is the second day of the month.	tenpo suno ni li tenpo suno nanpa tu lon tenpo mun.
I think Tom said he's already read this book.	mi pilin e ni: jan Ton li toki e ni: tenpo ni la ona li kama pini e lukin pi sitelen pi lipu ni.
Four and five equal nine.	tu tu sin luka li luka tu tu.
Tom still works here, doesn't he?	jan Ton li awen pali lon ni anu seme?
I've already cleaned my room.	mi pona e tomo lape mi.
This English course requires a lot of effort.	nasin ni la jan li kama sona e toki Inli. ona li wile e pali mute.
Oxen are big, so their horns are big too. Goats are small, so their horns are small as well.	soweli mani li suli. tan ni la ilo utala pi lawa ona li suli kin. soweli walo li lili. tan ni la ilo utala pi lawa ona li lili kin.
We don't get along.	mi tu li jan ike.
Quiet!	o kalama ala!
In America, you can always find a party. In Soviet Russia, the Party can always find you!	ma Mewika la tenpo ale la sina ken kama lon kulupu wawa musi. ma Elesepese la tenpo ale la kulupu lawa Losi li ken kama lon sina!
He is afraid of blood.	ona li lukin e telo sijelo loje la ona li pilin ike.
You can't separate language from culture.	sina ken ala weka e toki jan tan nasin jan.
I couldn't understand anything Tom said.	toki pi jan Ton li nasa tawa mi.
Cum was pouring, there was a lot of cum.	telo pi palisa mije li kama lon li mute.
Do you know how I can get there?	nasin seme la mi ken tawa ni? sina sona e ni anu seme?
She is not able to read what is written.	ona li ken ala kama sona e kon sitelen.
Tom says Mary was hungry.	jan Ton li toki e ni: jan Mewi li wile moku.
Does your sister have children?	meli sama sina li jo ala jo e jan lili?
The basket was filled with strawberries.	poki li jo e kili lili loje mute.
Tom has lost his mind.	jan Ton li kama nasa.
Why isn't the doctor here?	tan seme la jan pi pona sijelo li lon ala ni?
I won't let myself be manipulated by him.	mi ken ala e ni: ona li lawa e mi.
Good morning!	suno pona a!
The party started for New York.	kulupu li kama tawa ma tomo Nujo.
You sit down.	sina lon supa.
I don't remember what I have done.	mi awen sona ala e pali mi.
Betty managed to sing well.	nasin pona la jan Pesi li kama musi kalama uta.
Kids learn by asking questions.	jan lili li pana e wile sona la, ona li kama sona.
When anyone tries to explain the inexplicable, he is getting ready to excuse the inexcusable.	jan li lukin pana e sona pi ijo pi sona ala la ona li wile weka e ike pi ijo pi ike ale.
Last year in the Philippines, earthquakes and tidal waves resulted in the deaths of more than 6000 people.	sike suno pini la, lon ma Pilipina la, ma tawa ike en telo sike ike li moli e jan mute mute.
My father is a businessman.	mije mama mi li jan esun.
I'm a parent.	mi mama.
We're under attack!	jan li utala e mi!
I build a big building.	mi pali e tomo suli.
In summer I spent a fantastic week in Greece.	tenpo seli la mi awen lon tenpo suno luka tu lon ma Elena. ni li pona mute a!
How would you translate that?	sina toki ante e ni lon nasin seme?
Your friendship is important.	sina jan pona la ni li suli.
That sounds sensible.	pilin mi la ona li pona.
Food, clothing and shelter are the basis of life.	moku en len sijelo en tomo li suli mute tawa jan ali.
I can see them.	mi ken lukin e ona mute.
Tom didn't steal from the cash register. He stole the whole cash register.	jan Ton li kama ala jo e mani tan ilo mani. ona li kama jo e ilo mani a.
You know the way.	sina sona e nasin.
She was afraid of travelling alone.	ona li wile ala tawa poka jan ala.
She told me she came all the way from Hokkaido to see her brother.	ona li toki e ni tawa mi: ona li kama tan ma Okajeto a tawa mije lili pi mama ona.
Tom wishes he had a larger office.	jan Ton li wile e ni: ona li jo e tomo pali pi suli mute.
Sex is good.	unpa li pona.
Now try it.	tenpo ni la o lukin pali e ni.
I would rather die than surrender.	moli li pona tawa mi. pana sama li ike tawa mi.
Take this.	o jo e ona.
Mary is fighting her friend.	jan Mali li utala e jan pona ona.
I'm in the house.	mi lon tomo.
Sophie will put the flowers on the living room table.	jan Sopi li pana e kasi kule lon supa pi tomo awen.
Saturn devoured his children.	jan sewi Ma li moku e jan lili ona.
Faith moves mountains.	nasin sewi li tawa e nena.
Did you invite him to the party?	sina toki ala toki e ni tawa ona: o tawa kulupu musi?
I guess you were wrong.	mi pilin la sina toki e lon ala.
The sun shines for everyone.	suno li suno tawa jan ale.
Does Tom still live in Boston?	jan Ton li awen kin ala awen lon ma tomo Pasen?
He danced like a leaf in the autumn wind.	ona li tawa musi li sama lipu kasi lon kon pi tenpo alasa.
My father usually drinks beer, but this evening he drank wine.	tenpo ale la mama mije mi li moku e telo nasa pi pan jelo. taso tenpo pimeja ni la ona li moku e telo nasa pi kili loje laso.
What kind of wine do you recommend?	sina pana e nimi pona tawa telo nasa seme?
Shut your piehole.	o pini e uta sina.
These butterflies are rare in our country.	pipi ni li mute ala lon ma mi.
We need to find a way out of this mess.	mi mute li wile alasa e nasin weka.
I love singing.	mi kalama musi uta, la ni li pona mute tawa mi.
I've done a lot.	mi pali e mute.
Lightning can really be dangerous.	suno wawa tan sewi li ken pakala kin.
He translated the novel into German.	ona li toki ante e lipu kepeken toki Tosi.
She felt bad.	ona li pilin ike.
The soldier gave water to me.	jan utala li pana e telo tawa mi.
Tom isn't perfect.	jan Ton li pona ale ala.
Tell him I'm on my way.	o toki e ni tawa ona: mi lon nasin.
I like to play soccer.	musi pi sike noka li pona tawa mi.
She adores cats.	ona li olin e soweli suwi tomo.
Well, I have some news.	a, mi sona e ijo sin.
We're going to make changes.	tenpo kama la mi mute li ante e ijo.
Thanks, guys!	jan mute ni o, pona!
He doesn't obey his parents.	ona li kute ala e mama ona.
Tom went quickly up the stairs.	kepeken tenpo lili la jan Ton li tawa sewi pi supa noka.
Is Tom in charge?	jan Ton li lawa anu seme?
I'm still busy.	tenpo pini la mi pali mute. tenpo ni la mi pali mute.
You have enough time to catch the train.	sina jo e tenpo pi mute pona ni: sina ken jo e tomo tawa linja.
Tom always wears a blue shirt.	tenpo ale la jan Ton li kepeken len sewi laso.
I sleep deeply. I don’t hear a thing.	mi lape wawa. mi kute e ijo ala.
Their cook is a foreigner but I do not know where he is from.	jan ona pi pali moku li jan pi ma ante. taso mi sona ala e ni: ona li kama tan ma seme?
Tom wishes that he could speak French as well as Mary does.	jan Ton li wile ken toki pona lon toki Kanse sama jan Mewi.
People talk in Toki Pona in the chat room.	jan li toki kepeken toki pona lon tomo toki.
He must be from the South.	ken la ona li tan poka pilin pi nasin suno.
Bring wine.	o pana e telo nasa.
Why couldn't she come?	ona li ken ala kama tan seme?
Tom definitely doesn't like Mary.	jan Ton la jan Mewi li ike kin.
Why is he looking at me like that?	tan seme la ona li lukin e mi kepeken nasin ni?
Just sit over there with him.	o lape li lon ni e poka ona.
You don't have to make a different dish for every person.	sina wile ala pali e moku ante tawa jan ali.
The bus was empty.	jan ala li lon tomo tawa kulupu.
Get lost!	o weka a!
These are animals.	ni li soweli.
The plane gets in at eight o'clock.	tomo tawa kon li kama lon open pi tenpo suno.
She's wearing tights.	len noka li len e ona.
Tom and Mary are awake.	jan Tomi en jan Mewi li lape ala.
It really do be like that sometimes.	ijo lon li lon a.
Is this food local?	moku ni li tan ma ni anu seme?
There are a lot of flowers in this garden.	kasi kule mute li lon ma kasi ni.
I'm going to cancel the meeting.	mi weka e toki pi kulupu jan lon tenpo kama.
Tom knew Mary wanted to move to Boston.	jan Ton li sona e ni: jan Malija li wile tawa ma tomo Pasen li wile awen lon ona.
I'll be staying here for three months.	mi awen lon ni lon sike mun tu wan.
How many cameras does Tom have?	jan Ton li jo e ilo sitelen pi mute seme?
Could you give me a discount?	sina ken ala ken lili e mani tawa mi?
In order to serve you better, your call may be monitored.	mi mute li wile pona mute e pali tawa sina. tan ni la, jan li ken ala ken kute e toki sina.
Who are my parents?	mama mi li jan seme?
That language sounds very beautiful.	toki ni li pona mute tawa nena kute mi.
I know you think it's important, but I don't.	mi sona e ni: pilin sina la ona li suli. taso mi pilin sama ala.
Is it possible to believe?	jan ken ala ken pilin e ni: ona li lon?
My sister went to Kobe yesterday.	meli sama mi li tawa ma Kope lon tenpo suno pini.
I'll have some cake.	mi moku e pan suwi.
The man was surprised at the news.	jan li pilin musi tan sin.
We're walking.	mi mute li tawa.
Everybody listens to you.	jan ali li kute e sina.
Tom's stoned.	jan Ton li nasa tan kasi nasa.
We had fun with them.	mi mute li musi poka ona mute.
Her family protected her.	kulupu mama ona li awen e ona.
The airport is forty minutes away from the center.	ma pi tomo tawa kon li weka tan insa pi ma tomo. jan li kepeken e tenpo lili mute mute lon tawa ni.
Toki Pona is an attempt to recreate the first language spoken in the caves of Africa.	toki pona li wile pali sin e toki pi tomo kiwen. jan li toki e toki ni lon ma Apika lon tenpo nanpa wan.
All birds come from eggs.	waso ale li kama tan sike mama.
Correct the following sentences.	o pona e linja nimi ni.
The nail pierced the wall.	palisa lili li lupa e sinpin tomo.
Famine caused great distress among the people.	moku ala li pana e ike mute tawa jan.
I didn't know you were hiring.	mi sona ala e ni: sina wile jan pali.
My wife's father has dark hair.	mama mije pi meli mi li jo e linja lawa pimeja.
You guys can do it if you try.	sina lukin, la sina ken pali pona.
He doesn't speak English.	ona li toki ala lon toki Inli.
They have blood on their hands.	ona li jo e telo sijelo loje lon luka ona.
Carl is the tallest man alive.	jan Kalo li suli. jan ante ale li lili.
I don't drink beer.	mi moku ala e telo nasa.
Tom bought pizza.	jan Ton li esun e pan.
I will not help you.	mi wile ala pona tawa sina.
You drink too much coffee.	sina moku e telo pimeja pi mute ike.
I don't think that's love.	mi pilin ala e ni: ni li olin.
"Dr. Mengele's so-called ""experiments"" did not obtain any useful medical data."	alasa sona pi jan sona Menkele li pana ala e sona sijelo pona.
I'm crazy about Germanic languages.	kulupu toki Kemani li pona mute tawa mi.
He loves to eat.	moku li pona tawa ona.
We need to budget for these expenses.	mi wile kipisi e mani tawa esun ni.
Two people can enter with this ticket.	jan tu li ken kama kepeken lipu ni.
I wish I had a good French dictionary.	mi wile jo e lipu pi nimi ale, pi toki Kanse.
Maria feels that she is alone and cries a lot.	jan Malija li pilin e ni: ona li wan taso, li pana e telo oko lon tenpo mute.
Listen, you.	sina o kute.
This box contains apples.	kili li lon poki ni.
Nothing lasts forever.	ale li kama pini.
The boy didn't have an appetite.	jan lili mije li wile ala moku.
They said they never wanted to do that.	ona li toki e ni: tenpo ala la ona li wile pali e ni.
Those who know don't speak much; those who speak don't know much.	jan sona li toki lili. jan toki li sona lili.
Light is life.	suno li ale.
What language are you and she speaking?	sina en ona li toki kepeken toki seme?
I'm not a frog.	mi akesi ala.
Dan showed Linda his butterfly collection.	jan Tan li ken e ni: jan Linta li lukin e kulupu ona pi pipi waso.
I haven't slept.	mi lape ala.
The library is open until nine.	tomo lipu li open lon tenpo ni li pini lon tenpo nanpa luka tu tu.
Elephants have two ears.	soweli pi nena suli li jo e kute tu.
Berlin is the capital of Germany.	ijo Pelin li ma tomo lawa pi ma Tosi.
She's a belly dancer.	ona li jan pi tawa musi insa.
They're scared.	ona mute li pilin monsuta.
Lots of people are about.	jan mute li lon.
We like diversity.	ante li pona tawa mi.
I'll teach you!	mi pana e sona tawa sina!
Tom noticed my mistake.	jan Ton li kama lukin e pakala mi.
We found Cookie.	mi mute li kama lukin e soweli Kuki.
Eagles congregate here in the spring.	tenpo pi seli lili la waso wawa li kulupu lon ma ni.
My younger sister is very good at singing.	meli sama lili mi li kalama musi pi pona mute.
Tell me what you did.	sina pali e seme? o toki e ni tawa mi.
He has a lot of money, and gives a lot of money to other people.	ona li jo e mani mute li pana e mani mute tawa jan ante.
I thought that everyone knew that.	pilin mi la jan ali li sona e ni.
Is your religion relevant on Mars?	nasin sewi sina li suli lon mun Seli anu seme?
They fed the fish.	ona li pana e moku tawa kala.
Who do you want to speak to?	sina wile toki tawa seme?
She seemed to be holding back tears.	ona li pilin ike lukin
He is a biologist.	ona li kama sona e soweli e kasi.
I'm looking for my keys.	mi alasa e ilo open mi.
What is life without love?	ale li jo ala e olin la, ale li seme?
Everything you said was false.	toki sina ale li lon ala.
He had no friends, no money, no home...but he played happily all the same.	ona li jo ala e jan pona e mani e tomo. taso ona li musi li pilin pona.
The teacher taught that.	jan pi pana sona li pana sona e ni.
Mr. Wang learned German because he wanted to work in Germany.	mije Wan li kama sona e toki Tosi tan ni: ona li wile pali lon ma Tosi.
Tom is filling a bottle with water.	jan Ton li pana e telo lon insa poki.
Everybody was jealous of my success.	jan ali li pilin ike tan ni: mi pini pona.
I like making cake!	mi pali e pan suwi, la ni li pona tawa mi.
I'll do everything in my power.	kepeken wawa ale mi la mi pali e ona.
Why didn't you come?	sina kama ala tan seme?
The mosquitoes have disappeared.	pipi kon ike li weka.
Can I be your friend?	mi ken kama jan pona sina anu seme?
What is the location of the country?	ma li lon seme?
Many consider Latin a dead language.	jan mute la toki Lasina li moli.
Can I play some music?	mi ken ala ken kalama musi?
We're going for a stroll around town.	kepeken noka la mi mute li tawa ma tomo li wile lukin e ma tomo ni.
I'm waiting for your answer.	mi awen tawa kama pi toki sin sina.
Tom goes to Germany.	jan Ton li tawa ma Tosi.
I've been to Boston numerous times.	tenpo mute la mi lon ma tomo Pasen.
When I was young, I read a lot of novels.	mi lili la mi lukin e lipu mute pi toki musi.
I don't know when she will arrive.	mi sona ala e ni: tenpo seme la ona li kama?
I suppose you also know it.	mi pilin la sina sona kin e ona.
He named his dog Popeye.	ona li pana e nimi Popi tawa soweli ona.
The two friends drank seven beers together.	wan la jan pona tu li moku e telo nasa jelo luka tu.
Everything is all right.	ali li pona.
I want to see you again.	mi wile lukin e sina lon tenpo sin.
I think Mary likes me.	pilin mi la mi pona tawa jan Mewi.
You continue to be.	sina awen lon.
Why does Tom want to kill you?	jan Ton li wile moli e sina tan seme?
Please treat the cat well.	o mama pona e soweli.
Don't tell Tom about us.	mi mute la o toki ala tawa jan Ton.
Cookie, you wanna go outside?	soweli Kuki o, sina wile tawa tan tomo anu seme?
I'm an administrator.	mi jan lawa.
Nothing would exist without a creator.	ijo ala pi mama ala li lon.
Gold had been discovered in California.	jan li kama lukin e kiwen mani jelo lon ma Kaliponija.
Please hurry up!	o tawa kepeken wawa mute a!
Who else is going to be at the party?	jan ante seme li lon tenpo kulupu musi?
When do you work?	sina pali lon tenpo seme?
Go, please, to the house of your brother Amnon.	o tawa tomo pi mije sama sina. ona li jan Anon.
That doll is missing a leg and an eye.	ilo musi ni pi sijelo jan li wile e noka wan e lukin wan.
Everyone knows you.	jan ali li sona e sina.
Black cats are bad luck.	soweli tomo pimeja li pana ala e nasa pona.
Yesterday was the first day of autumn.	tenpo suno pini li tenpo suno nanpa wan pi tenpo sike alasa.
Is their language difficult?	toki ona li ike anu seme?
The ocean has the color of the sky.	telo suli li jo e kule pi kon sewi.
I forgive you.	mi weka e ike sina.
Putin sucks!	jan Pusin li ike mute a!
I was tired of the work.	mi wile lape tan pali.
"When Tom heard the doorbell ring, he said, ""Who could that be?"""	jan Ton li kute e kalama lupa la ona li toki e ni: ona li seme?
Tom teaches French to my children.	jan Ton li pana e sona pi toki Kanse tawa jan lili mi.
I want a chess set.	mi wile e musi pi jan lawa ma.
Sorry, but I won't talk politics.	o weka e ike mi. mi toki ala e ijo pi nasin lawa ma.
How do magnets work?	kiwen taki li taki kepeken nasin seme?
How many elephants are left in Africa?	ma Apika la soweli suli pi mute seme li awen?
Is that a new shirt?	len ni li sin ala sin?
Mary pretended to be working on her computer, but in fact she was eavesdropping on the conversation.	powe la jan Mewi li pali kepeken ilo ona, taso lon la ona li kute e toki pi ona ala.
Come here.	o kama lon ni.
The temperature on Mercury gets so hot it could melt a tin pan.	seli pi mun Telo li ken ko e ilo seli kiwen.
Forget the whole thing.	o weka e ale ni.
The countryside is beautiful.	ma li pona lukin.
Swiss chocolate really melts in your mouth.	lon la suwi pi ma Suwasi li kama ko lon uta.
Nobody belongs to anybody.	jan ala li ijo pi jan ante.
They hated her.	ona li ike tawa ona mute.
Friendship and happiness can't be separated.	jan pona en pilin pona li wan.
Who will provide capital for the venture?	jan seme li pana e mani tawa pali?
The smoldering firewood burst into flame.	kasi kiwen li pana e ko pimeja li open seli.
They fight like cat and dog.	ona tu li utala e sama li sama soweli suwi en soweli tomo.
I'm an agnostic.	mi pilin e ni: jan li ken ala sona.
I'm a doctor.	mi jan pi pona sijelo.
Speak Toki Pona.	o toki kepeken toki pi toki pona.
What are you lining up for?	tan seme la sina lon linja jan?
Never forget what matters.	tenpo ala la o weka e ijo suli.
He drives a tow truck.	ona li lawa e tomo tawa pi tawa tomo tawa.
I'll go with you.	mi tawa poka sina.
They have bread.	ona li jo e moku pan.
I don't want to go to Boston with Mary.	mi wile ala tawa ma tomo Pasen poka jan Mali.
The limits of my language are the limits of my mind. All I know is what I have words for.	mi ken toki e ijo la mi ken sona e ona. taso toki mi li jo ala e nimi tawa ijo la mi ken ala sona e ijo ni.
We've got to fill this hole with something.	mi mute li wile pini e lupa ni kepeken ijo.
Do you have any comment on that?	sina jo e toki sin pi ijo ni anu seme?
Swim.	o kala.
Tom thinks that cars have faces.	jan Ton li pilin e ni: tomo tawa li jo e sinpin.
I need to hit the sack.	mi wile tawa lape.
She is very healthy.	ona li jo e sijelo pi pona mute.
He lives with his mother.	ona li lon poka mama meli ona.
The park is open to everybody.	ma kasi ni li open tawa jan ali.
Did that surprise you?	ni li ijo sin nasa tawa sina anu seme?
I had a heart attack.	pilin mi li kama pakala.
Tom is a good father.	jan Ton li mama pona.
You look like a boy.	sina sama jan lili.
I was trying to remember the name of the book.	mi wile kama tawa lawa mi e nimi lipu.
The whole world's going crazy.	jan ale pi ma ale li kama nasa.
I saw a boy with colorful shoes.	mi lukin e mije lili pi len noka kule.
I am glad you like my gift.	mi pilin pona tan ni: ijo pana mi li pona tawa sina.
Tom wants you to eat.	wile pi jan Ton la sina moku.
Mary is tall and strong.	jan Mewi li suli li wawa.
Likewise.	mi sama.
Our new store is due to open in October.	esun sin mi li kama open lon sike mun nanpa luka luka.
Monkeys are intelligent.	soweli pi selo jan li sona.
Does that feel better?	ni li pana e pilin pi pona mute anu seme?
My sister stole my clothes.	meli sama mi li kama jo ike e len mi.
I saw Tom today.	tenpo suno ni la mi lukin e jan Ton.
Tom tried not to get in Mary's way.	jan Ton li lukin pake ala e jan Mewi.
This is the camera I bought yesterday.	tenpo pini la mi kama jo e ilo sitelen ni.
Tom fell silent.	jan Ton li awen ala toki.
It's raining.	telo sewi li kama.
Tom doesn't speak French at home.	jan Ton li toki ala kepeken toki Kanse lon tomo ona.
I think, therefore God exists.	jan sewi li lon tan ni: mi pilin.
Isn't this nice?	ni li pona anu seme?
Tom isn't a very humble person.	jan Ton li jan pi anpa mute ala.
I like fruit.	kili li pona tawa mi.
Let's pray.	mi mute o toki tawa jan sewi.
I don't want to eat.	mi wile ala moku.
How is this machine operated?	nasin seme la jan li kepeken ilo ni?
I want to see the land and the sun.	mi wile lukin e ma e suno.
He has long legs.	noka ona li suli.
What was it I left behind?	mi weka e seme?
It was too expensive.	mani ona li mute ike.
Butterflies are very rare in our country.	pipi waso li lili mute lon ma pi mi mute.
I didn't work yesterday.	tenpo suno pini la mi pali ala.
I work at an auto shop.	mi pali lon esun pi tomo tawa.
Tom stayed quiet.	jan Ton li awen kalama ala.
I regret not having taken my doctor's advice.	mi pilin ike tan ni: mi kute ala e sona pi jan pi pona sijelo.
An elephant was hunted there.	tenpo pini la jan li alasa e soweli pi kute suli lon ni.
Ann likes music very much.	kalama musi li pona mute tawa jan Ana.
Have dinner with us.	o moku lon poka mi.
I haven't finished writing my book yet.	mi pini ala sitelen e lipu mi.
I'm Tom's husband.	mi mije pi jan Ton.
He's strong.	ona li wawa.
Die!	o moli.
Tom didn't come and we don't know why.	tan seme jan Ton li kama ala? mi sona ala e ni.
I came because I wanted to.	mi kama tan wile mi.
